,,0.220136,,0.658378,,-0.19209,,0.98549,,0.252885,,,,,,,,,,
0.168756,,-0.29707,,0.634421,,1.052552,,0.963685,,0.340757,,,,,,,,,,
0.452314,,0.289325,,0.789334,,0.994509,,0.889954,,0.641349,,,,,,,,,,
0.644964,,0.592636,,0.766873,,0.974599,,0.988416,,0.820671,,,,,,,,,,
0.658704,,0.752171,,0.897618,,1.14947,,0.973526,,0.829157,,,,,,,,,,
0.793192,,0.750875,,0.894662,,1.20354,,0.951526,,0.882487,,,,,,,,,,
0.743162,,0.865318,,0.917603,,1.118848,,0.999026,,0.77837,,,,,,,,,,
0.702908,,0.830884,,0.954307,,1.004516,,0.985352,,0.863949,,,,,,,,,,
0.770513,,0.869446,,0.934735,,1.230618,,1.057385,,0.746734,,,,,,,,,,
0.716602,,0.823084,,1.039893,,1.182409,,1.061223,,0.897371,,,,,,,,,,
0.750626,,0.848147,,1.05121,,1.019015,,0.99009,,0.847739,,,,,,,,,,
0.702507,,0.870196,,1.018153,,1.015674,,1.055572,,0.882083,,,,,,,,,,
0.76773,,0.836487,,1.071814,,1.189206,,0.979429,,0.842465,,,,,,,,,,
0.676302,,0.982227,,1.089636,,1.215984,,0.936059,,0.884768,,,,,,,,,,
,,0.932053,,0.996143,,1.122418,,0.980384,,,,,,,,,,,,
,,0.991871,,1.133838,,1.077126,,0.961424,,,,,,,,,,,,
,,,,1.155092,,1.182394,,1.013438,,,,,,,,,,,,
,,,,,,1.225527,,,,,,,,,,,,,,
,,,,,,1.185959,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0.698293667,,0.841953462,,0.941394706,,1.119131333,,0.986587,,0.826428583,,UNDER 1.1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0.822714,,1.026866,,1.17415,,1.160879,,1.103385,,0.918584,,,,,,,,,,
0.89983,,1.105877,,1.268549,,1.380224,,1.031621,,0.877259,,,,,,,,,,
1.049995,,1.274084,,1.455894,,1.77449,,1.197189,,1.163976,,,,,,,,,,
1.258853,,1.342941,,1.765489,,2.097832,,1.5035,,1.500293,,,,,,IGNORE NEGATIVES,,,,
1.318073,,1.49267,,1.859648,,1.813376,,1.608301,,1.653415,,,,,,WAIT AT LEAST 2,,,,
1.322803,,1.534183,,1.90809,,1.70154,,1.716669,,1.80959,,,,,,,,,,
-0.21626,,1.667107,,1.802188,,1.7778,,1.806597,,1.824555,,,,,,,,,,
1.272266,,1.630397,,1.893572,,1.553429,,1.963148,,1.699548,,,,,,,,,,
1.409046,,1.717949,,1.853728,,1.618559,,1.864669,,1.569874,,,,,,,,,,
1.31838,,1.844839,,1.821521,,1.727135,,1.934881,,1.612309,,,,,,,,,,
1.246326,,1.719793,,1.879539,,1.745023,,1.842915,,1.623901,,,,,,,,,,
1.175744,,1.698753,,1.848214,,1.723101,,1.943862,,1.760547,,,,,,,,,,
1.308597,,1.621219,,1.943823,,1.931324,,1.981285,,1.682992,,,,,,,,,,
1.377794,,1.645602,,1.933338,,1.819629,,1.997573,,1.687573,,,,,,,,,,
1.435932,,1.694668,,1.950774,,1.931742,,2.03824,,1.694841,,,,,,,,,,
1.441652,,1.599505,,1.957442,,1.959513,,1.977815,,1.782099,,,,,,,,,,
1.383998,,1.720058,,1.820097,,1.87974,,1.907346,,1.70879,,,,,,,,,,
1.286133,,1.701192,,1.79442,,1.635264,,1.805671,,1.853114,,,,,,,,,,
1.441337,,1.679764,,2.162802,,1.76841,,1.714356,,1.687122,,,,,,,,,,
1.458852,,1.678751,,2.237449,,1.644037,,1.979873,,1.681352,,,,,,,,,,
1.505601,,1.634834,,2.175391,,1.684864,,1.855937,,1.770411,,,,,,,,,,
1.215126952,0,1.572907238,0,1.833624667,0,1.729900524,0,1.751182524,0,1.598197381,,UNDER 1.95,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
1.531559,,1.706172,,2.217785,,1.856425,,1.963289,,1.637392,,,,,,,,,,
1.547153,,1.748564,,2.35711,,2.011018,,1.846131,,1.888009,,,,,,,,,,
2.110457,,1.897144,,2.365957,,1.98779,,2.204001,,2.415943,,,,,,,,,,
2.134552,,2.091069,,2.615613,,2.353545,,2.43462,,2.430446,,,,,,,,,,
2.111978,,2.30426,,2.551297,,2.365977,,2.661384,,2.445946,,,,,,,,,,
2.120736,,2.53596,,2.315455,,2.142914,,2.504246,,2.211043,,,,,,,,,,
2.083663,,2.485319,,2.515141,,2.252821,,2.48458,,2.074174,,,,,,,,,,
2.283418,,2.208057,,2.416187,,0.962012,,2.499228,,2.344297,,,,,,,,,,
2.223336,,2.253073,,2.41045,,2.035694,,2.411589,,2.008612,,,,,,,,,,
2.338896,,2.368112,,2.296817,,2.237004,,2.448088,,2.239918,,,,,,,,,,
2.206659,,2.275906,,2.517426,,2.370198,,2.428555,,2.145354,,,,,,,,,,
2.137826,,2.109602,,2.107354,,2.369027,,2.7186,,2.17826,,,,,,,,,,
2.124024,,2.041193,,2.526841,,2.296524,,2.322004,,1.984335,,,,,,,,,,
2.151597,,2.28528,,2.19814,,2.238068,,-0.134961,,2.076487,,,,,,,,,,
2.423411,,2.453541,,2.381365,,2.415068,,2.804004,,2.063087,,,,,,,,,,
2.429238,,2.136849,,2.17872,,2.715207,,2.51017,,2.539755,,,,,,,,,,
2.359424,,2.282969,,2.063716,,2.809067,,2.502755,,2.46345,,,,,,,,,,
2.375333,,2.143754,,2.212579,,2.566839,,2.759868,,2.34709,,,,,,,,,,
2.179249,,2.140547,,2.485096,,2.618712,,2.790865,,2.43836,,,,,,,,,,
2.174935,,2.212271,,2.489668,,2.19188,,2.633013,,2.527474,,,,,,,,,,
2.111208,,2.038113,,2.304144,,2.47177,,2.180669,,2.31493,,,,,,,,,,
2.286745,,2.043729,,2.661451,,2.343026,,2.615249,,2.134953,,,,,,,,,,
2.23911,,2.353654,,2.881757,,2.086613,,2.792646,,2.161426,,,,,,,,,,
2.049321,,2.27837,,2.583403,,2.205302,,2.53543,,2.577186,,,,,,,,,,
